Player ID,Player Name,Team Name,Year,Matches,Not Outs,Runs,Highest Score,Average,Balls Faced,Strike Rate,Hundreds,Fifties,Fours,Sixes,Catches,Stumpings,Overs,Runs Given,Wickets,Best Bowling,Bowling Average,Bowling Economy,Bowling Strike Rate,4 Wickets,5 Wickets
1594,Mustafizur Rahman,CSK,2018,7,1,1,1,1.00,3,33.33,0,0,0,0,2,0,165,230,7,3/24,32.85,8.36,23.57,0,0
1594,Mustafizur Rahman,CSK,2017,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,16,34,0,0/34,-,12.75,-,0,0
1594,Mustafizur Rahman,CSK,2016,16,0,0,0,0.00,0,0.00,0,0,0,0,2,0,366,421,17,3/16,24.76,6.90,21.52,0,0
20576,Prashant Solanki,CSK,Career,2,0,0,0,-,-,-,0,0,0,0,0,0,36,38,2,2/20,19.00,6.33,18.00,0,0
20576,Prashant Solanki,CSK,2022,2,0,0,0,-,-,-,0,0,0,0,0,0,36,38,2,2/20,19.00,6.33,18.00,0,0
10789,Simarjeet Singh,CSK,Career,9,2,7,3*,7.00,8,87.50,0,0,0,0,3,0,174,240,9,3/26,26.67,8.28,19.33,0,0
10789,Simarjeet Singh,CSK,2024,3,0,0,0,-,-,-,0,0,0,0,2,0,66,102,5,3/26,20.40,9.27,13.20,0,0
10789,Simarjeet Singh,CSK,2022,6,2,7,3*,7.00,8,87.50,0,0,0,0,1,0,108,138,4,2/27,34.50,7.67,27.00,0,0
3257,Tushar Deshpande,CSK,Career,35,3,21,20*,21.00,14,150.00,0,0,2,1,6,0,749,1194,41,4/27,29.12,9.56,18.27,1,0
3257,Tushar Deshpande,CSK,2024,12,1,0,0*,-,1,0.00,0,0,0,0,2,0,264,375,16,4/27,23.44,8.52,16.50,1,0
3257,Tushar Deshpande,CSK,2023,16,1,0,0*,-,1,0.00,0,0,0,0,2,0,341,564,21,3/45,26.86,9.92,16.24,0,0
3257,Tushar Deshpande,CSK,2022,2,0,0,0,-,-,-,0,0,0,0,1,0,42,63,1,1/40,63.00,9.00,42.00,0,0
3257,Tushar Deshpande,CSK,2020,5,1,21,20*,21.00,12,175.00,0,0,2,1,1,0,102,192,3,2/37,64.00,11.29,34.00,0,0
20627,Matheesha Pathirana,CSK,Career,20,0,0,0,-,-,-,0,0,0,0,6,0,451,592,34,4/28,17.41,7.88,13.26,1,0
20627,Matheesha Pathirana,CSK,2024,6,0,0,0,-,-,-,0,0,0,0,1,0,132,169,13,4/28,13.00,7.68,10.15,1,0
20627,Matheesha Pathirana,CSK,2023,12,0,0,0,-,-,-,0,0,0,0,4,0,278,371,19,3/15,19.53,8.01,14.63,0,0
